"forecast_date","forecast_mean_chl","forecast_median_chl","forecast_sd_chl","forecast_CI95_upper","forecast_CI95_lower","forecast_max","forecast_min","forecast_variance","obs_chl_EXO","forecast_run_day","week"
2019-03-26,5.19038557533705,5.17840908414219,1.05626091391432,7.4402203471416,3.25771562401165,6.79989045484163,3.28133904364262,0.030669915533762,3.92748251748252,2019-03-19,"1"
2019-04-02,4.62096681005415,3.8903563720792,1.62007314033882,8.00986759633281,1.98543633101782,7.80354010475332,2.81831680715764,0.0728510925450697,3.4720979020979,2019-03-19,"2"
