"forecast_date","forecast_mean_chl","forecast_median_chl","forecast_sd_chl","forecast_CI95_upper","forecast_CI95_lower","forecast_max","forecast_min","forecast_variance","obs_chl_EXO","forecast_run_day","week"
2019-01-14,6.45671505170702,6.45671505170702,0,6.45671505170702,6.45671505170702,6.45671505170702,6.45671505170702,0,8.91666665972222,2019-01-07,"1"
2019-01-21,6.95030115230303,6.95030115230303,0,6.95030115230303,6.95030115230303,6.95030115230303,6.95030115230303,0,7.74531471328671,2019-01-07,"2"
