"forecast_date","forecast_mean_chl","forecast_median_chl","forecast_sd_chl","forecast_CI95_upper","forecast_CI95_lower","forecast_max","forecast_min","forecast_variance","obs_chl_EXO","forecast_run_day","week"
2019-07-19,4.27629611977463,4.27684626412278,0.713090160932464,5.76316139085866,2.96171929867437,6.55251527896379,2.37790702291878,0.0166603351546438,25.2224475524476,2019-07-12,"1"
2019-07-26,5.50883030259935,5.53366544555262,0.912846523883772,7.4296391413199,3.81083158415153,8.27141984755464,2.60139370329754,0.0215457929997043,NA,2019-07-12,"2"
