"forecast_date","forecast_mean_chl","forecast_median_chl","forecast_sd_chl","forecast_CI95_upper","forecast_CI95_lower","forecast_max","forecast_min","forecast_variance","obs_chl_EXO","forecast_run_day","week"
2018-10-24,5.83767187429241,5.49969655932216,2.87692385612367,12.5073513624722,1.30563083001681,16.3377821734659,0.0378661064367812,0.206710159144445,6.11500000704225,2018-10-17,"1"
2018-10-31,7.49569671921496,6.9371635511164,3.67337769897434,15.8050840778949,1.78227056704522,22.8313372378955,0.49409610639386,0.251030082126731,3.75676055633803,2018-10-17,"2"
